enrollment_id,year,week,absences_per_week,risk_status,week_start_date,week_end_date,week_label
E0100,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0100,2025,52,2,Priority,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0100,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0100,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0100,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0100,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0100,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0101,2025,46,2,Priority,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0101,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0101,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0101,2025,49,2,Priority,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0101,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0101,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0101,2025,52,2,Priority,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0101,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0101,2026,2,2,Priority,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0101,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0101,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0101,2026,5,2,Priority,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0102,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0102,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0102,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0102,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0102,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0102,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0102,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0102,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0102,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0102,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0102,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0102,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0103,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0103,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0103,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0103,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0103,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0103,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0103,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0103,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0103,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0103,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0103,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0103,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0104,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0104,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0104,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0104,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0104,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0104,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0104,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0104,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0104,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0104,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0104,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0104,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0105,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0105,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0105,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0105,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0105,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0105,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0105,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0105,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0105,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0105,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0105,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0105,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0106,2025,46,2,Priority,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0106,2025,47,2,Priority,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0106,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0106,2025,49,2,Priority,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0106,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0106,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0106,2025,52,2,Priority,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0106,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0106,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0106,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0106,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0106,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0108,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0108,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0108,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0108,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0108,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0108,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0108,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0108,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0108,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0108,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0108,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0108,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0109,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0109,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0109,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0109,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0109,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0109,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0109,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0109,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0109,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0109,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0109,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0109,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0111,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0111,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0111,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0111,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0111,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0111,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0111,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0111,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0111,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0111,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0111,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0111,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0112,2025,46,1,Attention,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0112,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0112,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0112,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0112,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0112,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0112,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0112,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0112,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0112,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0112,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0112,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0113,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0113,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0113,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0113,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0113,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0113,2025,51,1,Attention,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0113,2025,52,2,Priority,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0113,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0113,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0113,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0113,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0113,2026,5,2,Priority,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0114,2025,46,2,Priority,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0114,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0114,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0114,2025,49,2,Priority,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0114,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0114,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0114,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0114,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0114,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0114,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0114,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0114,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0115,2025,46,2,Priority,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0115,2025,47,2,Priority,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0115,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0115,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0115,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0115,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0115,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0115,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0115,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0115,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0115,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0115,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0116,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0116,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0116,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0116,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0116,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0116,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0116,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0116,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0116,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0116,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0116,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0116,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0117,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0117,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0117,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0117,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0117,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0117,2025,51,1,Attention,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0117,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0117,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0117,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0117,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0117,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0117,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0118,2025,46,2,Priority,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0118,2025,47,2,Priority,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0118,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0118,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0118,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0118,2025,51,1,Attention,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0118,2025,52,2,Priority,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0118,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0118,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0118,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0118,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0118,2026,5,2,Priority,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0119,2025,46,2,Priority,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0119,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0119,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0119,2025,49,2,Priority,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0119,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0119,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0119,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0119,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0119,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0119,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0119,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0119,2026,5,2,Priority,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0120,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0120,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0120,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0120,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0120,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0120,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0120,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0120,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0120,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0120,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0120,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0120,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0121,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0121,2025,47,2,Priority,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0121,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0121,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0121,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0121,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0121,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0121,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0121,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0121,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0121,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0121,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0122,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0122,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0122,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0122,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0122,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0122,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0122,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0122,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0122,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0122,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0122,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0122,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0123,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0123,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0123,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0123,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0123,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0123,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0123,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0123,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0123,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0123,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0123,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0123,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0124,2025,46,1,Attention,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0124,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0124,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0124,2025,49,2,Priority,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0124,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0124,2025,51,1,Attention,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0124,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0124,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0124,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0124,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0124,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0124,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0125,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0125,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0125,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0125,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0125,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0125,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0125,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0125,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0125,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0125,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0125,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0125,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0126,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0126,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0126,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0126,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0126,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0126,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0126,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0126,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0126,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0126,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0126,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0126,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0127,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0127,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0127,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0127,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0127,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0127,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0127,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0127,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0127,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0127,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0127,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0127,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0128,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0128,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0128,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
