Enrollment ID,Class Date,Attendance Flag
E0045,2025-12-03,1
E0045,2025-11-24,1
E0045,2025-11-26,1
E0045,2025-11-17,0
E0045,2025-11-19,1
E0045,2025-11-10,1
E0045,2025-11-12,1
E0046,2026-01-26,1
E0046,2026-01-28,1
E0046,2026-01-19,1
E0046,2026-01-21,1
E0046,2026-01-12,1
E0046,2026-01-14,1
E0046,2026-01-05,1
E0046,2026-01-07,1
E0046,2025-12-29,1
E0046,2025-12-31,1
E0046,2025-12-22,1
E0046,2025-12-24,1
E0046,2025-12-15,1
E0046,2025-12-17,1
E0046,2025-12-08,1
E0046,2025-12-10,1
E0046,2025-12-01,1
E0046,2025-12-03,1
E0046,2025-11-24,1
E0046,2025-11-26,1
E0046,2025-11-17,1
E0046,2025-11-19,1
E0046,2025-11-10,1
E0046,2025-11-12,1
E0047,2026-01-26,0
E0047,2026-01-28,0
E0047,2026-01-19,0
E0047,2026-01-21,0
E0047,2026-01-12,0
E0047,2026-01-14,1
E0047,2026-01-05,0
E0047,2026-01-07,0
E0047,2025-12-29,1
E0047,2025-12-31,0
E0047,2025-12-22,1
E0047,2025-12-24,1
E0047,2025-12-15,0
E0047,2025-12-17,1
E0047,2025-12-08,0
E0047,2025-12-10,0
E0047,2025-12-01,0
E0047,2025-12-03,1
E0047,2025-11-24,1
E0047,2025-11-26,0
E0047,2025-11-17,0
E0047,2025-11-19,0
E0047,2025-11-10,1
E0047,2025-11-12,0
E0048,2026-01-26,1
E0048,2026-01-28,1
E0048,2026-01-19,1
E0048,2026-01-21,1
E0048,2026-01-12,0
E0048,2026-01-14,1
E0048,2026-01-05,1
E0048,2026-01-07,0
E0048,2025-12-29,1
E0048,2025-12-31,0
E0048,2025-12-22,1
E0048,2025-12-24,1
E0048,2025-12-15,1
E0048,2025-12-17,1
E0048,2025-12-08,1
E0048,2025-12-10,1
E0048,2025-12-01,1
E0048,2025-12-03,1
E0048,2025-11-24,1
E0048,2025-11-26,1
E0048,2025-11-17,0
E0048,2025-11-19,0
E0048,2025-11-10,1
E0048,2025-11-12,1
E0049,2026-01-26,1
E0049,2026-01-28,1
E0049,2026-01-19,1
E0049,2026-01-21,0
E0049,2026-01-12,0
E0049,2026-01-14,0
E0049,2026-01-05,0
E0049,2026-01-07,1
E0049,2025-12-29,0
E0049,2025-12-31,0
E0049,2025-12-22,0
E0049,2025-12-24,1
E0049,2025-12-15,0
E0049,2025-12-17,0
E0049,2025-12-08,1
E0049,2025-12-10,1
E0049,2025-12-01,0
E0049,2025-12-03,0
E0049,2025-11-24,1
E0049,2025-11-26,0
E0049,2025-11-17,1
E0049,2025-11-19,0
E0049,2025-11-10,0
E0049,2025-11-12,0
E0050,2026-01-26,1
E0050,2026-01-28,1
E0050,2026-01-19,0
E0050,2026-01-21,1
E0050,2026-01-12,1
E0050,2026-01-14,1
E0050,2026-01-05,1
E0050,2026-01-07,1
E0050,2025-12-29,1
E0050,2025-12-31,1
E0050,2025-12-22,1
E0050,2025-12-24,1
E0050,2025-12-15,0
E0050,2025-12-17,1
E0050,2025-12-08,1
E0050,2025-12-10,1
E0050,2025-12-01,1
E0050,2025-12-03,1
E0050,2025-11-24,1
E0050,2025-11-26,1
E0050,2025-11-17,1
E0050,2025-11-19,1
E0050,2025-11-10,0
E0050,2025-11-12,1
E0051,2026-01-26,0
E0051,2026-01-28,1
E0051,2026-01-19,1
E0051,2026-01-21,0
E0051,2026-01-12,0
E0051,2026-01-14,1
E0051,2026-01-05,0
E0051,2026-01-07,1
E0051,2025-12-29,0
E0051,2025-12-31,1
E0051,2025-12-22,0
E0051,2025-12-24,1
E0051,2025-12-15,0
E0051,2025-12-17,1
E0051,2025-12-08,1
E0051,2025-12-10,0
E0051,2025-12-01,0
E0051,2025-12-03,0
E0051,2025-11-24,1
E0051,2025-11-26,0
E0051,2025-11-17,0
E0051,2025-11-19,0
E0051,2025-11-10,1
E0051,2025-11-12,0
E0052,2026-01-26,1
E0052,2026-01-28,0
E0052,2026-01-19,1
E0052,2026-01-21,1
E0052,2026-01-12,1
E0052,2026-01-14,1
E0052,2026-01-05,1
E0052,2026-01-07,1
E0052,2025-12-29,1
E0052,2025-12-31,1
E0052,2025-12-22,1
E0052,2025-12-24,1
E0052,2025-12-15,1
E0052,2025-12-17,1
E0052,2025-12-08,1
E0052,2025-12-10,1
E0052,2025-12-01,1
E0052,2025-12-03,1
E0052,2025-11-24,1
E0052,2025-11-26,1
E0052,2025-11-17,1
E0052,2025-11-19,1
E0052,2025-11-10,1
E0052,2025-11-12,1
E0053,2026-01-26,0
E0053,2026-01-28,1
E0053,2026-01-19,1
E0053,2026-01-21,1
E0053,2026-01-12,1
E0053,2026-01-14,1
E0053,2026-01-05,1
E0053,2026-01-07,1
E0053,2025-12-29,1
E0053,2025-12-31,1
E0053,2025-12-22,1
E0053,2025-12-24,1
E0053,2025-12-15,1
E0053,2025-12-17,1
E0053,2025-12-08,1
E0053,2025-12-10,1
E0053,2025-12-01,1
E0053,2025-12-03,1
E0053,2025-11-24,1
E0053,2025-11-26,1
E0053,2025-11-17,1
E0053,2025-11-19,1
E0053,2025-11-10,1
E0053,2025-11-12,0
E0054,2026-01-26,1
E0054,2026-01-28,1
E0054,2026-01-19,1
E0054,2026-01-21,1
E0054,2026-01-12,1
E0054,2026-01-14,1
E0054,2026-01-05,1
E0054,2026-01-07,0
E0054,2025-12-29,0
E0054,2025-12-31,1
E0054,2025-12-22,1
E0054,2025-12-24,1
E0054,2025-12-15,1
E0054,2025-12-17,1
E0054,2025-12-08,1
E0054,2025-12-10,1
E0054,2025-12-01,1
E0054,2025-12-03,1
E0054,2025-11-24,1
E0054,2025-11-26,1
E0054,2025-11-17,1
E0054,2025-11-19,1
E0054,2025-11-10,0
E0054,2025-11-12,1
E0055,2026-01-26,0
E0055,2026-01-28,0
E0055,2026-01-19,0
E0055,2026-01-21,0
E0055,2026-01-12,0
E0055,2026-01-14,0
E0055,2026-01-05,0
E0055,2026-01-07,1
E0055,2025-12-29,0
E0055,2025-12-31,0
E0055,2025-12-22,1
E0055,2025-12-24,0
E0055,2025-12-15,0
E0055,2025-12-17,0
E0055,2025-12-08,1
E0055,2025-12-10,0
E0055,2025-12-01,0
E0055,2025-12-03,1
E0055,2025-11-24,1
E0055,2025-11-26,0
E0055,2025-11-17,1
E0055,2025-11-19,0
E0055,2025-11-10,0
E0055,2025-11-12,1
E0056,2026-01-26,0
E0056,2026-01-28,0
E0056,2026-01-19,0
E0056,2026-01-21,0
E0056,2026-01-12,1
E0056,2026-01-14,0
E0056,2026-01-05,0
E0056,2026-01-07,1
E0056,2025-12-29,0
E0056,2025-12-31,1
E0056,2025-12-22,0
E0056,2025-12-24,1
E0056,2025-12-15,0
E0056,2025-12-17,0
E0056,2025-12-08,1
E0056,2025-12-10,1
E0056,2025-12-01,1
E0056,2025-12-03,0
E0056,2025-11-24,1
E0056,2025-11-26,0
E0056,2025-11-17,0
E0056,2025-11-19,1
E0056,2025-11-10,0
E0056,2025-11-12,0
E0057,2026-01-26,1
E0057,2026-01-28,1
E0057,2026-01-19,1
E0057,2026-01-21,1
E0057,2026-01-12,1
E0057,2026-01-14,1
E0057,2026-01-05,1
E0057,2026-01-07,1
E0057,2025-12-29,1
E0057,2025-12-31,1
E0057,2025-12-22,1
E0057,2025-12-24,1
E0057,2025-12-15,1
E0057,2025-12-17,1
E0057,2025-12-08,0
E0057,2025-12-10,1
E0057,2025-12-01,1
E0057,2025-12-03,1
E0057,2025-11-24,0
E0057,2025-11-26,1
E0057,2025-11-17,1
E0057,2025-11-19,1
E0057,2025-11-10,1
E0057,2025-11-12,0
E0058,2026-01-26,1
E0058,2026-01-28,0
E0058,2026-01-19,0
E0058,2026-01-21,0
E0058,2026-01-12,0
E0058,2026-01-14,0
E0058,2026-01-05,0
E0058,2026-01-07,0
E0058,2025-12-29,1
E0058,2025-12-31,1
E0058,2025-12-22,1
E0058,2025-12-24,0
E0058,2025-12-15,1
E0058,2025-12-17,0
E0058,2025-12-08,0
E0058,2025-12-10,1
E0058,2025-12-01,0
E0058,2025-12-03,0
E0058,2025-11-24,0
E0058,2025-11-26,1
E0058,2025-11-17,0
E0058,2025-11-19,0
E0058,2025-11-10,0
E0058,2025-11-12,0
E0059,2026-01-26,1
E0059,2026-01-28,1
E0059,2026-01-19,1
E0059,2026-01-21,1
E0059,2026-01-12,0
E0059,2026-01-14,1
E0059,2026-01-05,1
E0059,2026-01-07,1
E0059,2025-12-29,1
E0059,2025-12-31,1
E0059,2025-12-22,1
E0059,2025-12-24,1
E0059,2025-12-15,1
E0059,2025-12-17,0
E0059,2025-12-08,1
E0059,2025-12-10,0
E0059,2025-12-01,1
E0059,2025-12-03,1
E0059,2025-11-24,1
E0059,2025-11-26,1
E0059,2025-11-17,1
E0059,2025-11-19,1
E0059,2025-11-10,1
E0059,2025-11-12,1
E0060,2026-01-26,0
E0060,2026-01-28,0
E0060,2026-01-19,0
E0060,2026-01-21,0
E0060,2026-01-12,0
E0060,2026-01-14,1
E0060,2026-01-05,0
E0060,2026-01-07,1
E0060,2025-12-29,1
E0060,2025-12-31,0
E0060,2025-12-22,0
E0060,2025-12-24,0
E0060,2025-12-15,0
E0060,2025-12-17,0
E0060,2025-12-08,1
E0060,2025-12-10,0
E0060,2025-12-01,1
E0060,2025-12-03,1
E0060,2025-11-24,0
E0060,2025-11-26,0
E0060,2025-11-17,0
E0060,2025-11-19,0
E0060,2025-11-10,0
E0060,2025-11-12,0
E0061,2026-01-26,1
E0061,2026-01-28,1
E0061,2026-01-19,1
E0061,2026-01-21,1
E0061,2026-01-12,1
E0061,2026-01-14,1
E0061,2026-01-05,1
E0061,2026-01-07,1
E0061,2025-12-29,1
E0061,2025-12-31,1
E0061,2025-12-22,1
E0061,2025-12-24,0
E0061,2025-12-15,1
E0061,2025-12-17,1
E0061,2025-12-08,1
E0061,2025-12-10,1
E0061,2025-12-01,1
E0061,2025-12-03,1
E0061,2025-11-24,0
E0061,2025-11-26,1
E0061,2025-11-17,0
E0061,2025-11-19,1
E0061,2025-11-10,1
E0061,2025-11-12,1
E0062,2026-01-26,1
E0062,2026-01-28,1
E0062,2026-01-19,1
E0062,2026-01-21,1
E0062,2026-01-12,1
E0062,2026-01-14,1
E0062,2026-01-05,1
E0062,2026-01-07,1
E0062,2025-12-29,1
E0062,2025-12-31,1
E0062,2025-12-22,1
E0062,2025-12-24,1
E0062,2025-12-15,1
E0062,2025-12-17,1
E0062,2025-12-08,1
E0062,2025-12-10,1
E0062,2025-12-01,1
E0062,2025-12-03,1
E0062,2025-11-24,0
E0062,2025-11-26,1
E0062,2025-11-17,1
E0062,2025-11-19,1
E0062,2025-11-10,1
E0062,2025-11-12,1
E0063,2026-01-26,0
E0063,2026-01-28,0
E0063,2026-01-19,0
E0063,2026-01-21,1
E0063,2026-01-12,1
E0063,2026-01-14,0
E0063,2026-01-05,0
E0063,2026-01-07,0
E0063,2025-12-29,0
E0063,2025-12-31,0
E0063,2025-12-22,1
E0063,2025-12-24,0
E0063,2025-12-15,1
E0063,2025-12-17,0
E0063,2025-12-08,0
E0063,2025-12-10,0
E0063,2025-12-01,1
E0063,2025-12-03,0
E0063,2025-11-24,0
E0063,2025-11-26,0
E0063,2025-11-17,1
E0063,2025-11-19,0
E0063,2025-11-10,0
E0063,2025-11-12,1
E0064,2026-01-26,1
E0064,2026-01-28,1
E0064,2026-01-19,1
E0064,2026-01-21,1
E0064,2026-01-12,1
E0064,2026-01-14,1
E0064,2026-01-05,1
E0064,2026-01-07,1
E0064,2025-12-29,0
E0064,2025-12-31,1
E0064,2025-12-22,1
E0064,2025-12-24,1
E0064,2025-12-15,1
E0064,2025-12-17,1
E0064,2025-12-08,1
E0064,2025-12-10,0
E0064,2025-12-01,1
E0064,2025-12-03,1
E0064,2025-11-24,1
E0064,2025-11-26,1
E0064,2025-11-17,1
E0064,2025-11-19,1
E0064,2025-11-10,1
E0064,2025-11-12,1
E0065,2026-01-26,1
E0065,2026-01-28,1
E0065,2026-01-19,1
E0065,2026-01-21,1
E0065,2026-01-12,1
E0065,2026-01-14,1
E0065,2026-01-05,1
E0065,2026-01-07,1
E0065,2025-12-29,1
E0065,2025-12-31,1
E0065,2025-12-22,1
E0065,2025-12-24,1
E0065,2025-12-15,1
E0065,2025-12-17,1
E0065,2025-12-08,1
E0065,2025-12-10,0
E0065,2025-12-01,1
E0065,2025-12-03,1
E0065,2025-11-24,1
E0065,2025-11-26,1
E0065,2025-11-17,1
E0065,2025-11-19,1
E0065,2025-11-10,0
E0065,2025-11-12,1
E0066,2026-01-26,1
E0066,2026-01-28,0
E0066,2026-01-19,1
E0066,2026-01-21,0
E0066,2026-01-12,0
E0066,2026-01-14,1
E0066,2026-01-05,0
E0066,2026-01-07,0
E0066,2025-12-29,0
E0066,2025-12-31,1
E0066,2025-12-22,0
E0066,2025-12-24,1
E0066,2025-12-15,0
E0066,2025-12-17,0
E0066,2025-12-08,0
E0066,2025-12-10,0
E0066,2025-12-01,0
E0066,2025-12-03,0
E0066,2025-11-24,1
E0066,2025-11-26,0
E0066,2025-11-17,1
E0066,2025-11-19,0
E0066,2025-11-10,0
E0066,2025-11-12,0
E0067,2026-01-26,1
E0067,2026-01-28,1
E0067,2026-01-19,1
E0067,2026-01-21,1
E0067,2026-01-12,0
E0067,2026-01-14,1
E0067,2026-01-05,1
E0067,2026-01-07,1
E0067,2025-12-29,1
E0067,2025-12-31,1
E0067,2025-12-22,1
E0067,2025-12-24,1
E0067,2025-12-15,1
E0067,2025-12-17,0
E0067,2025-12-08,1
E0067,2025-12-10,1
E0067,2025-12-01,0
E0067,2025-12-03,1
E0067,2025-11-24,1
E0067,2025-11-26,1
E0067,2025-11-17,1
E0067,2025-11-19,1
E0067,2025-11-10,1
E0067,2025-11-12,1
E0068,2026-01-26,1
E0068,2026-01-28,1
E0068,2026-01-19,1
E0068,2026-01-21,1
E0068,2026-01-12,1
E0068,2026-01-14,0
E0068,2026-01-05,1
E0068,2026-01-07,1
E0068,2025-12-29,1
E0068,2025-12-31,1
E0068,2025-12-22,0
E0068,2025-12-24,1
E0068,2025-12-15,1
E0068,2025-12-17,1
E0068,2025-12-08,1
E0068,2025-12-10,1
E0068,2025-12-01,1
E0068,2025-12-03,1
E0068,2025-11-24,1
E0068,2025-11-26,1
E0068,2025-11-17,1
E0068,2025-11-19,1
E0068,2025-11-10,0
E0068,2025-11-12,1
E0069,2026-01-26,0
E0069,2026-01-28,1
E0069,2026-01-19,0
E0069,2026-01-21,0
E0069,2026-01-12,1
E0069,2026-01-14,0
E0069,2026-01-05,1
E0069,2026-01-07,0
E0069,2025-12-29,0
E0069,2025-12-31,1
E0069,2025-12-22,1
E0069,2025-12-24,0
E0069,2025-12-15,0
E0069,2025-12-17,1
E0069,2025-12-08,0
E0069,2025-12-10,1
E0069,2025-12-01,0
E0069,2025-12-03,0
E0069,2025-11-24,1
E0069,2025-11-26,1
E0069,2025-11-17,1
E0069,2025-11-19,1
E0069,2025-11-10,1
E0069,2025-11-12,0
E0070,2026-01-26,1
E0070,2026-01-28,0
E0070,2026-01-19,1
E0070,2026-01-21,1
E0070,2026-01-12,1
E0070,2026-01-14,1
E0070,2026-01-05,1
E0070,2026-01-07,1
E0070,2025-12-29,1
E0070,2025-12-31,1
E0070,2025-12-22,1
E0070,2025-12-24,1
E0070,2025-12-15,1
E0070,2025-12-17,1
E0070,2025-12-08,1
E0070,2025-12-10,1
E0070,2025-12-01,1
E0070,2025-12-03,1
E0070,2025-11-24,1
E0070,2025-11-26,1
E0070,2025-11-17,1
E0070,2025-11-19,1
E0070,2025-11-10,1
E0070,2025-11-12,1
E0071,2026-01-26,1
E0071,2026-01-28,1
E0071,2026-01-19,1
E0071,2026-01-21,0
E0071,2026-01-12,1
E0071,2026-01-14,0
E0071,2026-01-05,1
E0071,2026-01-07,1
E0071,2025-12-29,1
E0071,2025-12-31,1
E0071,2025-12-22,1
E0071,2025-12-24,1
E0071,2025-12-15,1
E0071,2025-12-17,1
E0071,2025-12-08,1
E0071,2025-12-10,1
E0071,2025-12-01,1
E0071,2025-12-03,1
E0071,2025-11-24,1
E0071,2025-11-26,1
E0071,2025-11-17,1
E0071,2025-11-19,1
E0071,2025-11-10,0
E0071,2025-11-12,1
E0072,2026-01-26,1
E0072,2026-01-28,1
E0072,2026-01-19,1
E0072,2026-01-21,1
E0072,2026-01-12,1
E0072,2026-01-14,1
E0072,2026-01-05,1
E0072,2026-01-07,1
E0072,2025-12-29,1
E0072,2025-12-31,1
E0072,2025-12-22,1
E0072,2025-12-24,1
E0072,2025-12-15,1
E0072,2025-12-17,1
E0072,2025-12-08,1
E0072,2025-12-10,1
E0072,2025-12-01,1
E0072,2025-12-03,1
E0072,2025-11-24,1
E0072,2025-11-26,1
E0072,2025-11-17,1
E0072,2025-11-19,1
E0072,2025-11-10,1
E0072,2025-11-12,1
E0073,2026-01-26,0
E0073,2026-01-28,0
E0073,2026-01-19,1
E0073,2026-01-21,1
E0073,2026-01-12,0
E0073,2026-01-14,0
E0073,2026-01-05,1
E0073,2026-01-07,1
E0073,2025-12-29,1
E0073,2025-12-31,0
E0073,2025-12-22,0
E0073,2025-12-24,1
E0073,2025-12-15,1
E0073,2025-12-17,1
E0073,2025-12-08,0
E0073,2025-12-10,1
E0073,2025-12-01,0
E0073,2025-12-03,0
E0073,2025-11-24,0
E0073,2025-11-26,1
E0073,2025-11-17,1
E0073,2025-11-19,0
E0073,2025-11-10,0
E0073,2025-11-12,0
E0074,2026-01-26,1
E0074,2026-01-28,0
E0074,2026-01-19,1
E0074,2026-01-21,1
E0074,2026-01-12,0
E0074,2026-01-14,1
E0074,2026-01-05,1
E0074,2026-01-07,1
E0074,2025-12-29,1
E0074,2025-12-31,1
E0074,2025-12-22,1
E0074,2025-12-24,1
E0074,2025-12-15,0
E0074,2025-12-17,1
E0074,2025-12-08,1
E0074,2025-12-10,1
E0074,2025-12-01,1
E0074,2025-12-03,1
E0074,2025-11-24,0
E0074,2025-11-26,1
E0074,2025-11-17,1
E0074,2025-11-19,1
E0074,2025-11-10,1
E0074,2025-11-12,1
E0075,2026-01-26,1
E0075,2026-01-28,1
E0075,2026-01-19,1
E0075,2026-01-21,1
E0075,2026-01-12,1
E0075,2026-01-14,1
E0075,2026-01-05,1
E0075,2026-01-07,1
E0075,2025-12-29,1
E0075,2025-12-31,1
E0075,2025-12-22,1
E0075,2025-12-24,1
E0075,2025-12-15,1
E0075,2025-12-17,0
E0075,2025-12-08,0
E0075,2025-12-10,1
E0075,2025-12-01,1
E0075,2025-12-03,1
E0075,2025-11-24,1
E0075,2025-11-26,1
E0075,2025-11-17,1
E0075,2025-11-19,1
E0075,2025-11-10,1
E0075,2025-11-12,1
E0076,2026-01-26,1
E0076,2026-01-28,1
E0076,2026-01-19,1
E0076,2026-01-21,1
E0076,2026-01-12,1
E0076,2026-01-14,1
E0076,2026-01-05,1
E0076,2026-01-07,1
E0076,2025-12-29,1
E0076,2025-12-31,1
E0076,2025-12-22,1
E0076,2025-12-24,1
E0076,2025-12-15,1
E0076,2025-12-17,0
E0076,2025-12-08,1
E0076,2025-12-10,1
E0076,2025-12-01,1
E0076,2025-12-03,1
E0076,2025-11-24,1
E0076,2025-11-26,1
E0076,2025-11-17,1
E0076,2025-11-19,1
E0076,2025-11-10,1
E0076,2025-11-12,1
E0077,2026-01-26,1
E0077,2026-01-28,1
E0077,2026-01-19,1
E0077,2026-01-21,1
E0077,2026-01-12,1
E0077,2026-01-14,0
E0077,2026-01-05,1
E0077,2026-01-07,1
E0077,2025-12-29,1
E0077,2025-12-31,1
E0077,2025-12-22,1
E0077,2025-12-24,0
E0077,2025-12-15,1
E0077,2025-12-17,1
E0077,2025-12-08,1
E0077,2025-12-10,1
E0077,2025-12-01,1
E0077,2025-12-03,1
E0077,2025-11-24,1
E0077,2025-11-26,1
E0077,2025-11-17,1
E0077,2025-11-19,1
E0077,2025-11-10,1
E0077,2025-11-12,1
E0078,2026-01-26,1
E0078,2026-01-28,1
E0078,2026-01-19,1
E0078,2026-01-21,1
E0078,2026-01-12,1
E0078,2026-01-14,1
E0078,2026-01-05,1
E0078,2026-01-07,1
E0078,2025-12-29,1
E0078,2025-12-31,1
E0078,2025-12-22,1
E0078,2025-12-24,1
E0078,2025-12-15,1
E0078,2025-12-17,1
E0078,2025-12-08,1
E0078,2025-12-10,1
E0078,2025-12-01,1
E0078,2025-12-03,1
E0078,2025-11-24,1
E0078,2025-11-26,1
E0078,2025-11-17,1
E0078,2025-11-19,1
E0078,2025-11-10,1
E0078,2025-11-12,1
E0079,2026-01-26,1
E0079,2026-01-28,1
E0079,2026-01-19,1
E0079,2026-01-21,0
E0079,2026-01-12,0
E0079,2026-01-14,1
E0079,2026-01-05,1
E0079,2026-01-07,1
E0079,2025-12-29,1
E0079,2025-12-31,1
E0079,2025-12-22,1
E0079,2025-12-24,1
E0079,2025-12-15,1
E0079,2025-12-17,1
E0079,2025-12-08,1
E0079,2025-12-10,1
E0079,2025-12-01,1
E0079,2025-12-03,1
E0079,2025-11-24,1
E0079,2025-11-26,1
E0079,2025-11-17,1
E0079,2025-11-19,1
E0079,2025-11-10,1
E0079,2025-11-12,1
E0080,2026-01-26,1
E0080,2026-01-28,0
E0080,2026-01-19,0
E0080,2026-01-21,0
E0080,2026-01-12,1
E0080,2026-01-14,0
E0080,2026-01-05,0
E0080,2026-01-07,0
E0080,2025-12-29,1
E0080,2025-12-31,1
E0080,2025-12-22,0
E0080,2025-12-24,0
E0080,2025-12-15,0
E0080,2025-12-17,0
E0080,2025-12-08,0
E0080,2025-12-10,1
E0080,2025-12-01,0
E0080,2025-12-03,1
E0080,2025-11-24,0
E0080,2025-11-26,0
E0080,2025-11-17,0
E0080,2025-11-19,1
E0080,2025-11-10,1
E0080,2025-11-12,1
E0081,2026-01-26,1
E0081,2026-01-28,1
E0081,2026-01-19,1
E0081,2026-01-21,1
E0081,2026-01-12,1
E0081,2026-01-14,1
E0081,2026-01-05,1
E0081,2026-01-07,1
E0081,2025-12-29,1
E0081,2025-12-31,1
E0081,2025-12-22,1
E0081,2025-12-24,1
E0081,2025-12-15,1
E0081,2025-12-17,1
E0081,2025-12-08,1
E0081,2025-12-10,1
E0081,2025-12-01,1
E0081,2025-12-03,1
E0081,2025-11-24,1
E0081,2025-11-26,0
E0081,2025-11-17,1
E0081,2025-11-19,0
E0081,2025-11-10,1
E0081,2025-11-12,1
E0082,2026-01-26,1
E0082,2026-01-28,0
E0082,2026-01-19,1
E0082,2026-01-21,1
E0082,2026-01-12,1
E0082,2026-01-14,1
E0082,2026-01-05,1
E0082,2026-01-07,0
E0082,2025-12-29,1
E0082,2025-12-31,1
E0082,2025-12-22,1
E0082,2025-12-24,1
E0082,2025-12-15,1
E0082,2025-12-17,1
E0082,2025-12-08,1
E0082,2025-12-10,1
E0082,2025-12-01,1
E0082,2025-12-03,1
E0082,2025-11-24,1
E0082,2025-11-26,1
E0082,2025-11-17,1
E0082,2025-11-19,1
E0082,2025-11-10,1
E0082,2025-11-12,1
E0083,2026-01-26,1
E0083,2026-01-28,1
E0083,2026-01-19,0
E0083,2026-01-21,1
E0083,2026-01-12,1
E0083,2026-01-14,1
E0083,2026-01-05,1
E0083,2026-01-07,1
E0083,2025-12-29,1
E0083,2025-12-31,1
E0083,2025-12-22,1
E0083,2025-12-24,1
E0083,2025-12-15,1
E0083,2025-12-17,1
E0083,2025-12-08,1
E0083,2025-12-10,1
E0083,2025-12-01,1
E0083,2025-12-03,1
E0083,2025-11-24,1
E0083,2025-11-26,1
E0083,2025-11-17,1
E0083,2025-11-19,1
E0083,2025-11-10,1
E0083,2025-11-12,1
E0084,2026-01-26,1
E0084,2026-01-28,0
E0084,2026-01-19,0
E0084,2026-01-21,0
E0084,2026-01-12,1
E0084,2026-01-14,1
E0084,2026-01-05,0
E0084,2026-01-07,0
E0084,2025-12-29,0
E0084,2025-12-31,0
E0084,2025-12-22,1
E0084,2025-12-24,0
E0084,2025-12-15,0
E0084,2025-12-17,0
E0084,2025-12-08,0
E0084,2025-12-10,0
E0084,2025-12-01,1
E0084,2025-12-03,0
E0084,2025-11-24,1
E0084,2025-11-26,0
E0084,2025-11-17,0
E0084,2025-11-19,0
E0084,2025-11-10,0
E0084,2025-11-12,0
E0085,2026-01-26,0
E0085,2026-01-28,1
E0085,2026-01-19,0
E0085,2026-01-21,0
E0085,2026-01-12,1
E0085,2026-01-14,0
E0085,2026-01-05,0
E0085,2026-01-07,1
E0085,2025-12-29,0
E0085,2025-12-31,1
E0085,2025-12-22,1
E0085,2025-12-24,1
E0085,2025-12-15,0
E0085,2025-12-17,0
E0085,2025-12-08,1
E0085,2025-12-10,0
E0085,2025-12-01,0
E0085,2025-12-03,1
E0085,2025-11-24,0
E0085,2025-11-26,0
E0085,2025-11-17,0
E0085,2025-11-19,0
E0085,2025-11-10,0
E0085,2025-11-12,0
E0086,2026-01-26,0
E0086,2026-01-28,1
E0086,2026-01-19,0
E0086,2026-01-21,0
E0086,2026-01-12,1
E0086,2026-01-14,1
E0086,2026-01-05,0
E0086,2026-01-07,0
E0086,2025-12-29,0
E0086,2025-12-31,0
E0086,2025-12-22,1
E0086,2025-12-24,0
E0086,2025-12-15,1
E0086,2025-12-17,0
E0086,2025-12-08,0
E0086,2025-12-10,0
E0086,2025-12-01,0
E0086,2025-12-03,1
E0086,2025-11-24,0
E0086,2025-11-26,0
E0086,2025-11-17,0
E0086,2025-11-19,0
E0086,2025-11-10,0
E0086,2025-11-12,0
E0087,2026-01-26,1
E0087,2026-01-28,1
E0087,2026-01-19,1
E0087,2026-01-21,1
E0087,2026-01-12,1
E0087,2026-01-14,1
E0087,2026-01-05,1
E0087,2026-01-07,1
E0087,2025-12-29,1
E0087,2025-12-31,1
E0087,2025-12-22,1
E0087,2025-12-24,1
E0087,2025-12-15,1
E0087,2025-12-17,1
E0087,2025-12-08,0
E0087,2025-12-10,1
E0087,2025-12-01,1
E0087,2025-12-03,1
E0087,2025-11-24,1
E0087,2025-11-26,1
E0087,2025-11-17,1
E0087,2025-11-19,1
E0087,2025-11-10,1
E0087,2025-11-12,1
E0088,2026-01-26,1
E0088,2026-01-28,0
E0088,2026-01-19,0
E0088,2026-01-21,0
E0088,2026-01-12,1
E0088,2026-01-14,1
E0088,2026-01-05,1
E0088,2026-01-07,1
E0088,2025-12-29,0
E0088,2025-12-31,0
E0088,2025-12-22,0
E0088,2025-12-24,0
E0088,2025-12-15,0
E0088,2025-12-17,0
E0088,2025-12-08,1
E0088,2025-12-10,0
E0088,2025-12-01,0
E0088,2025-12-03,0
E0088,2025-11-24,1
E0088,2025-11-26,0
E0088,2025-11-17,0
E0088,2025-11-19,0
E0088,2025-11-10,0
E0088,2025-11-12,0
E0089,2026-01-26,1
E0089,2026-01-28,0
E0089,2026-01-19,1
E0089,2026-01-21,0
E0089,2026-01-12,0
E0089,2026-01-14,1
E0089,2026-01-05,0
E0089,2026-01-07,1
E0089,2025-12-29,0
E0089,2025-12-31,0
E0089,2025-12-22,0
E0089,2025-12-24,1
E0089,2025-12-15,0
E0089,2025-12-17,0
E0089,2025-12-08,1
E0089,2025-12-10,0
E0089,2025-12-01,1
E0089,2025-12-03,0
E0089,2025-11-24,1
E0089,2025-11-26,0
E0089,2025-11-17,0
E0089,2025-11-19,1
E0089,2025-11-10,1
E0089,2025-11-12,1
E0090,2026-01-26,1
E0090,2026-01-28,1
E0090,2026-01-19,1
E0090,2026-01-21,1
E0090,2026-01-12,1
E0090,2026-01-14,1
E0090,2026-01-05,1
E0090,2026-01-07,1
E0090,2025-12-29,1
E0090,2025-12-31,1
E0090,2025-12-22,1
E0090,2025-12-24,1
